clcd_max,clcd32_max,clcd12_max,cl_max,alpha_s,cd0,cl0,cl_alpha,cm_alpha,cm0
123.07908977718095,134.01575773251065,146.81109003170968,1.795336,18.0,0.005407189,0.2478739,0.11427503750000001,0.00578,-0.05375545
163.45950612033755,170.10101174146465,165.69624706400853,1.735431,18.0,0.005952296,0.4567163,0.10304548125,0.00748,-0.0941176
141.16449444704463,153.8977707670264,141.37905987984792,1.76717,17.5,0.006410064,0.1345166,0.1141313625,0.0049,-0.01067701
140.2779196481706,164.86324270551958,134.09136472113863,1.793917,18.0,0.006229345,0.1311693,0.1143061875,0.00645,-0.009235431
97.14081493597585,101.54818729265641,102.58402532400657,1.403823,19.0,0.004789728,0.1805625,0.1168151,0.00886,-0.04051159
99.90575319289793,104.82524517392012,140.30348853389341,1.360142,20.5,0.004563275,0.3609518,0.1360745625,0.0105,-0.08178059
154.66878687956012,150.88165611649168,161.68623660276617,1.786369,16.5,0.006040293,0.4042526,0.11314719625,0.00627,-0.08444295
123.68431521848747,145.6064702215144,112.33389325132434,1.863301,14.5,0.0085055,0.62,0.10777,0.00731,-0.0875
