1,14.424
1.01,14.326
1.02,14.182
1.03,14.012
1.04,13.857
1.05,13.775
1.06,13.694
1.07,13.612
1.08,13.531
1.09,13.452
1.1,13.374
1.11,13.296
1.12,13.218
1.13,13.143
1.14,13.07
1.15,12.997
1.16,12.925
1.17,12.852
1.18,12.784
1.19,12.719
1.2,12.654
1.21,12.591
1.22,12.55
1.23,12.509
1.24,12.468
1.25,12.428
1.26,12.387
1.27,12.346
1.28,12.304
1.29,12.261
1.3,12.218
1.31,12.175
1.32,12.132
1.33,12.089
1.34,12.049
1.35,12.019
1.36,11.988
1.37,11.957
1.38,11.927
1.39,11.896
1.4,11.866
1.41,11.835
1.42,11.805
1.43,11.774
1.44,11.74
1.45,11.699
1.46,11.659
1.47,11.618
1.48,11.577
1.49,11.542
1.5,11.519
1.51,11.495
1.52,11.471
1.53,11.447
1.54,11.424
1.55,11.4
1.56,11.376
1.57,11.352
1.58,11.322
1.59,11.29
1.6,11.258
1.61,11.226
1.62,11.194
1.63,11.158
1.64,11.122
1.65,11.086
1.66,11.049
1.67,11.013
1.68,10.977
1.69,10.944
1.7,10.916
1.71,10.888
1.72,10.86
1.73,10.832
1.74,10.804
1.75,10.781
1.76,10.759
1.77,10.737
1.78,10.715
1.79,10.693
1.8,10.672
1.81,10.65
1.82,10.628
1.83,10.606
1.84,10.584
1.85,10.565
1.86,10.546
1.87,10.528
1.88,10.509
1.89,10.49
1.9,10.472
1.91,10.453
1.92,10.434
1.93,10.417
1.94,10.405
1.95,10.392
1.96,10.379
1.97,10.367
1.98,10.354
1.99,10.342
2,10.329
2.01,10.317
2.02,10.304
2.03,10.291
2.04,10.278
2.05,10.265
2.06,10.251
2.07,10.238
2.08,10.225
2.09,10.212
2.1,10.199
2.11,10.186
2.12,10.172
2.13,10.159
2.14,10.146
2.15,10.131
2.16,10.117
2.17,10.102
2.18,10.087
2.19,10.072
2.2,10.057
2.21,10.042
2.22,10.028
2.23,10.023
2.24,10.017
2.25,10.011
2.26,10.005
2.27,9.999
2.28,9.994
2.29,9.988
2.3,9.982
2.31,9.976
2.32,9.969
2.33,9.957
2.34,9.944
2.35,9.932
2.36,9.919
2.37,9.907
2.38,9.894
2.39,9.882
2.4,9.869
2.41,9.856
2.42,9.849
2.43,9.842
2.44,9.835
2.45,9.829
2.46,9.822
2.47,9.815
2.48,9.808
2.49,9.801
2.5,9.795
2.51,9.788
2.52,9.782
2.53,9.777
2.54,9.773
2.55,9.768
2.56,9.763
2.57,9.759
2.58,9.754
2.59,9.75
2.6,9.745
2.61,9.741
2.62,9.736
2.63,9.732
2.64,9.727
2.65,9.725
2.66,9.725
2.67,9.725
2.68,9.725
2.69,9.725
2.7,9.725
2.71,9.725
2.72,9.725
2.73,9.725
2.74,9.725
2.75,9.725
