0.39,9.298
0.4,9.155
0.41,8.889
0.42,8.623
0.43,8.413
0.44,8.263
0.45,8.113
0.46,7.948
0.47,7.763
0.48,7.632
0.49,7.57
0.5,7.509
0.51,7.447
0.52,7.386
0.53,7.33
0.54,7.282
0.55,7.234
0.56,7.195
0.57,7.175
0.58,7.154
0.59,7.134
0.6,7.113
0.61,7.093
0.62,7.077
0.63,7.075
0.64,7.073
0.65,7.07
0.66,7.068
0.67,7.066
0.68,7.063
0.69,7.061
0.7,7.059
0.71,7.061
0.72,7.084
0.73,7.108
0.74,7.132
0.75,7.156
0.76,7.18
0.77,7.206
0.78,7.251
0.79,7.296
0.8,7.341
0.81,7.386
0.82,7.431
0.83,7.482
0.84,7.533
0.85,7.584
0.86,7.636
0.87,7.697
0.88,7.758
0.89,7.82
0.9,7.938
0.91,8.061
0.92,8.035
0.93,7.994
0.94,7.953
0.95,7.913
0.96,7.854
0.97,7.793
0.98,7.731
0.99,7.681
1,7.633
1.01,7.585
1.02,7.545
1.03,7.507
1.04,7.469
1.05,7.431
1.06,7.393
1.07,7.355
1.08,7.317
1.09,7.291
1.1,7.271
1.11,7.25
1.12,7.23
1.13,7.209
1.14,7.189
1.15,7.168
1.16,7.153
1.17,7.14
1.18,7.127
1.19,7.114
1.2,7.1
1.21,7.087
1.22,7.074
1.23,7.061
1.24,7.048
1.25,7.035
1.26,7.022
1.27,7.016
1.28,7.016
1.29,7.016
1.3,7.016
1.31,7.016
1.32,7.016
1.33,7.016
1.34,7.016
1.35,7.016
1.36,7.018
1.37,7.025
1.38,7.032
1.39,7.039
1.4,7.045
1.41,7.052
1.42,7.059
1.43,7.066
1.44,7.073
1.45,7.081
1.46,7.093
1.47,7.104
1.48,7.116
1.49,7.128
1.5,7.139
1.51,7.151
1.52,7.165
1.53,7.189
1.54,7.213
1.55,7.237
1.56,7.26
1.57,7.284
1.58,7.307
1.59,7.319
1.6,7.332
1.61,7.344
1.62,7.356
1.63,7.367
1.64,7.336
1.65,7.305
1.66,7.274
1.67,7.244
1.68,7.213
1.69,7.182
1.7,7.174
1.71,7.167
1.72,7.159
1.73,7.152
1.74,7.144
1.75,7.137
1.76,7.129
1.77,7.122
1.78,7.115
1.79,7.107
1.8,7.1
1.81,7.094
1.82,7.088
1.83,7.083
1.84,7.077
1.85,7.071
1.86,7.066
1.87,7.06
1.88,7.055
1.89,7.049
1.9,7.044
1.91,7.038
1.92,7.035
1.93,7.033
1.94,7.032
1.95,7.03
1.96,7.028
1.97,7.027
1.98,7.025
1.99,7.023
2,7.021
2.01,7.02
2.02,7.018
2.03,7.016
2.04,7.016
2.05,7.016
2.06,7.016
2.07,7.016
2.08,7.016
2.09,7.016
2.1,7.016
2.11,7.016
2.12,7.02
2.13,7.029
2.14,7.038
2.15,7.048
2.16,7.057
2.17,7.066
2.18,7.076
2.19,7.085
